CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,REF_WADS_DEPARTMENT_ID,applicability,quantification_purpose,quantification_of,entry_type,PoE,convey_type,conveyance,container_edge,Notes,product_pathway,product_subpathway,PATHWAY
1036A,Airport Miscellaneous Cargo - Document Review/Clearance,"Record by air waybill (or house bill, if appropriate) the number of document review/clearances of cargo HELD to determine if the cargo is regulated by 7 CFR, 9 CFR, or 50 CFR.  If a document review results in an inspection, record the inspection under 1036B.  Visual verification may be performed on the cargo but only to satisfy the conditions of the permit to allow entry. Example: 1) Foodstuff listed on the manifest is held.  The invoice supplied by the broker states that the shipment is canned mushrooms. The cargo is released, and no inspection was required. 2) Pharmaceuticals are held. A medical certificate states that the shipment is penicillin pills. The shipment is released, and no inspection is required.  3) Meat is held.  An updated manifest provided by the carrier states that bill is crab meat. The cargo is released, and no inspection is required. 4) Personal effects are held.  A list of items in the shipment is provided by the owner as he files an informal entry. The contents are of no concern to Agriculture. The cargo is released, and no inspection is required. 5) A CONSOL is held.  House air waybills are provided by the agent upon arrival of the aircraft. The house bills are of no interest to Agriculture. The master bill is released, and no inspection is required.  Manifest review is not sufficient to determine if a shipment or commodity meets entry requirements and should not be recorded as a clearance under this activity code.",2,,,,,,,,,,,,
1036B,Airport Miscellaneous Cargo Inspections,"Record the number of physical inspections performed on cargo by air waybill (or house bill, if appropriate ) specifically NOT regulated by 7 or 9 CFR or 50 CFR.  Do Not include examinations by Non-Intrusive Inspection Technology.  EXAMPLES of Miscellaneous Cargo:  Italian Tile, Handicrafts, Farm Equipment, Military household goods.",2,,,,,,,,,,,,
1038B,Airport QMIs Plants - Aircraft,"Record the number of plant QMIs intercepted from aircraft stores/quarters. NOTE: A bouquet of flowers out of the quarters of an aircraft would count as one interception; an apple, an orange, and a bunch of grapes taken from the stores of a aircraft would count as three interceptions.",2,,,,,,,,,,,,
1038C,Airport regulated/prohibited Plants - Cargo,Record the number of regulated/prohibited plants intercepted as the result of a cargo inspection. Record only those regulated/prohibited plants incidental to the inspection.  NOTE:  A small bag of mangoes found in a cargo shipment of melons from El Salvador would count as one interception.,2,,,,,,,,,,,,
1039B,Airport Aircraft QMIs - Meat/Poultry/Dairy,Record the number of meat/poultry/dairy interceptions found in the quarters of an arriving aircraft. Record any seizures by CBP Agriculture Specialist when they board aircraft.,2,,,,,,,,,,,,
1039C,Airport Cargo QMIs - Meat/Poultry /Dairy,Record the number of meat/poultry/dairy interceptions found incidental in the inspection of cargo.,2,,,,,,,,,,,,
1041B,Airport Aircraft QMIs - Meat/Poultry/Dairy Byproducts,Record the number of meat/poultry/dairy animal byproduct interceptions from the quarters of an arriving aircraft.,2,,,,,,,,,,,,
1041C,Airport Cargo QMIs - Meat/Poultry/Dairy Byproducts,Record the number of meat/poultry/dairy animal byproduct interceptions found incidental in the inspection of cargo.,2,,,,,,,,,,,,
1046A,"Airport Aircraft Garbage Violation CBP/PPQ 592, PPQ 518 and CBP AI-518","Record the number of aircraft garbage violations issued. Source document is the CBP-AI/PPQ 592, PPQ 518 and CBP AI-518.",2,,violations,vehicle,passenger,airport,aircraft,,garbage,number of all air garbage violations,,,
1046B,"Airport Aircraft Notification Violation CBP/PPQ 592, PPQ 518 and CBP AI-518","Record the number of notification violations issued. Source document is the CBP-AI/PPQ 592, PPQ 518 and CBP AI-518.",2,,,,,,,,,,,,
1046C,Airport Cargo Violations PPQ 518 and CBP AI-518,Record the number of air cargo violations issued. Source document is the PPQ 518 and CBP AI-518.,2,,,,,,,,,,,,
1060A,Land Border Buses Entering,"Record the total number of COMMERCIAL BUSES entering through land border crossings. 
",2,1,arrival,vehicle,passenger,land border,vehicle,bus,vehicle,number of passenger buses,,,
1060B,Land Border Passenger Trains Entered,"Record the total number of passenger trains entering through land border crossings. 
",2,1,arrival,vehicle,passenger,land border,vehicle,train,vehicle,number of passenger buses,,,Rail_passengers
1062A,"Land Border Secondary, Buses inspected ","Record the number of COMMERCIAL BUS secondary inspections performed for agricultural purposes.  This inspection is boarding the bus and looking under the seats, overhead compartments, and, luggage compartments for contraband.
",2,,,,,,,,,,,,
1062B,Land Border Passenger Trains Inspected,Record the number of passenger trains inspected.,2,,,,,,,,,,,,
1063A,Land border bus passengers inspected,Record the number of commercial bus passengers inspected in secondary by agriculture.,2,,,,,,,,,,,,
1063B,Land border train passengers inspected,Record the number of commercial train passengers inspected in secondary by agriculture.,2,,,,,,,,,,,,
1067A,Land Border Regulated Truck Cargo - Document Review/Clearance,"Record by truck manifest the number of document review/clearances of cargo specifically regulated by 7 CFR, 9 CFR, or 50 CFR. This category will include all manifests for which only a review of documents is required to release the cargo, and also applies to cargo eligible for release under PPQ/CBP reduced inspection programs (e.g. RBS, NARP). Visual verification may be performed on the cargo but only to satisfy the conditions of the permit to allow entry. If a document review results in an inspection, record the inspection under 1067B.",2,1,arrival,commodiy,commercial,land border,vehicle,truck,cargo,number of regulated truck cargo,,,Land Border - Truck - Cargo - CBP
1067B,Land Border Regulated Truck Cargo Inspections,"Record the number of physical inspections performed on cargo manifests specifically regulated by 7 CFR, 9 CFR, or 50 CFR. Exclude examinations by Non-Intrusive Inspection Technology (NII) only. For example, each shipment (bill/entry pair) within a truck containing regulated cargo counts as one inspection. If a truck supplying local markets has several commodities on a single shipment (bill/entry), it is one inspection.",2,,,,,,,,,,,,
1067C,Land Border Regulated Freight Rail Cargo Document Review/Clearances,"Record by freight rail manifest the number of document review/clearances of cargo specifically regulated by 7 CFR, 9 CFR, or 50 CFR. This category will include all manifests for which only a review of documents is required to release the cargo, and also applies to cargo eligible for release under PPQ/CBP reduced inspection programs (e.g. RBS, NARP). Visual verification may be performed on the cargo but only to satisfy the conditions of the permit to allow entry. If a document review results in an inspection, record the inspection under 1067D.",2,1,arrival,commodity,commercial,land border,train,cargo train,cargo,number of rail cargo,,,Rail_cargo
1067D,Land Border Regulated Freight Rail Cargo Inspections,"Record the number of physical inspections performed on cargo manifests specifically regulated by 7 CFR, 9 CFR, or 50 CFR. Exclude examinations by Non-Intrusive Inspection Technology (NII) only. For example, each shipment (bill/entry pair) containing regulated cargo counts as one inspection. If rail container(s) supplying local markets has several commodities on a single shipment (bill/entry), it is one inspection.",2,,,,,,,,,,,,
1068A,Land Border Miscellaneous Truck Cargo - Document Review/Clearance,"Record by truck entry the number of document review/clearances of cargo HELD to determine if the cargo is regulated by 7 CFR, 9 CFR, or 50 CFR. If a document review results in an inspection, record the inspection under 1068B.  EXAMPLE: 1) ""Foodstuff"" listed on the manifest is held. The invoice supplied by the broker states that the shipment is canned mushrooms. The cargo is released, and no inspection was required. 2) ""Pharmaceuticals"" is held. A medical certificate states that the shipment is penicillin pills. The shipment is released, and no inspection was required. 3) ""Meat"" is held. An updated manifest provided by the carrier states that bill is crab meat. The cargo is released, and no inspection was required. Manifest review is not sufficient to determine if a shipment or commodity meets entry requirements and should not be recorded as a clearance under this activity code.",2,,,,,,,,,,,,
1068B,Land Border Miscellaneous Truck Cargo Inspections,"Record the number of physical inspections performed on truck manifest cargo specifically NOT regulated by 7 or 9 CFR or 50 CFR.  DO NOT include examinations by Non-Intrusive Inspection Technology.  Examples of Miscellaneous Cargo: Italian Tile, Handicrafts, Non-Compliant Wood Packaging Material, Farm Equipment.  For example, each truck is accompanied by a manifest entry; it is one inspection. If a bobtail or huckster supplying local markets has several commodities, it is one inspection. Exclude manifest released under National Agricultural Release Program (NARP).",2,,,,,,,,,,,,
1068C,Land Border Miscellaneous Freight Rail Cargo - Document Review/Clearance,"Record by freight railcar the number of document review/clearances of cargo HELD to determine if the cargo is regulated by 7 CFR, 9 CFR, or 50 CFR. If a document review results in an inspection, record the inspection under 1068D.  EXAMPLE: 1) ""Foodstuff"" listed on the manifest is held. The invoice supplied by the broker states that the shipment is canned mushrooms. The cargo is released, and no inspection was required. 2) ""Pharmaceuticals"" is held. A medical certificate states that the shipment is penicillin pills. The shipment is released, and no inspection was required. 3) ""Meat"" is held. An updated manifest provided by the carrier states that bill is crab meat. The cargo is released, and no inspection was required. Manifest review is not sufficient to determine if a shipment or commodity meets entry requirements and should not be recorded as a clearance under this activity code.",2,,,,,,,,,,,,
1068D,Land Border Miscellaneous Freight Rail Cargo Inspections,"Record the number of physical inspections performed on freight rail manifest cargo specifically NOT regulated by 7 or 9 CFR or 50 CFR.  DO NOT include examinations by Non-Intrusive Inspection Technology (NII).  Examples of Miscellaneous Cargo: Italian Tile, Handicrafts, Non-Compliant Wood Packaging Material, Farm Equipment.",2,,,,,,,,,,,,
1070B,Land Border Violations - Cargo,Record the number of cargo violations issued. Include violations issued for unauthorized movement of regulated cargo.  Source document is the PPQ518.,2,,,,,,,,,,,,
1071A,Land Border QMIs Plant -Vehicle,Record the number of plant QMIs intercepted from passenger vehicle inspections. Three different fruits would count as three interceptions out of baggage. Three oranges seized out of the baggage of one passenger would count as one interception.  This would also include plant material seized from the cab of a commercial cargo truck.,2,,,,,,,,,,,,
1071B,Land Border QMIs Plant - Pedestrian,Record the number of plant QMIs intercepted from pedestrian inspections. Three different fruits would count as three interceptions. Three oranges seized from one pedestrian would count as one interception.,2,,,,,,,,,,,,
1071C,Land Border regulated/prohibited Plant - Truck Cargo,Record the number of regulated/prohibited plants intercepted from truck cargo inspections. Record only those regulated/prohibited plants incidental to the inspection.,2,,,,,,,,,,,,
