task,owner,sub_category,start_date,completion_comments,Animal.kg,Plant.kg,lat,lon,PATHWAY,how_many,entry_type,aqim_based,COMMODITY_DISPLAY_NAME
TK:8136:22,Puerto Rico,IBL 22-130,2022-08-27T03:00:00Z,"ANIMAL # 23
PLANT # 6",10.432616,2.721552,18.51202,-67.12354,IBL,,passenger,NA,Animal_IBL
TK:8138:22,Puerto Rico,IBL 22-129,2022-08-27T03:00:00Z,"Animal #19.0 pounds
Plant #0.0 pounds",8.618248,0,17.97794,-66.61862,IBL,,passenger,NA,Animal_IBL
TK:8137:22,Puerto Rico,IBL 22-128,2022-08-26T03:00:00Z,"Animal # 7.0 pounds
Plant 0.0 Pounds",3.175144,0,17.9695,-66.61238,IBL,,passenger,NA,Animal_IBL
TK:8112:22,Puerto Rico,IBL 22-127,2022-08-25T03:00:00Z,"Plant# 1
Animal# 7",3.175144,0.453592,18.51346,-67.07678,IBL,,passenger,NA,Animal_IBL
TK:7984:22,Puerto Rico,IBL 22-126,2022-08-15T03:00:00Z,"ANIMAL # 0
PLANT # 0",0,0,18.45799,-65.9899,IBL,,passenger,NA,Animal_IBL
TK:7966:22,Puerto Rico,IBL 22-125,2022-08-14T03:00:00Z,"Animal #0.0
Plant #4.5",0,2.041164,18.37267,-67.25032,IBL,,passenger,NA,Animal_IBL
TK:7814:22,Puerto Rico,IBL 22-124,2022-08-06T03:00:00Z,"Animal # 0.00 
Plants # 0.00",0,0,18.35254,-67.26687,IBL,,passenger,NA,Animal_IBL
TK:7809:22,Puerto Rico,IBL 22-123,2022-08-04T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.38565,-67.47896,IBL,,passenger,NA,Animal_IBL
TK:7688:22,Puerto Rico,IBL 22-122,2022-07-28T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.08273,-67.94546,IBL,,passenger,NA,Animal_IBL
TK:7457:22,Puerto Rico,IBL 22-121,2022-07-15T09:00:00Z,"Animal # 14.00
Plant # 1.00",6.350288,0.453592,18.37993,-67.22386,IBL,,passenger,NA,Animal_IBL
TK:7456:22,Puerto Rico,IBL 22-120,2022-07-14T03:00:00Z,"Animal #42
Plant # 29",19.050864,13.154168,18.51297,-67.11305,IBL,,passenger,NA,Animal_IBL
TK:7413:22,Puerto Rico,IBL 22-119,2022-07-11T03:00:00Z,"Animal #: 7.0 pounds
Plant #: 0.0 Pounds",3.175144,0,18.01276,-67.17019,IBL,,passenger,NA,Animal_IBL
TK:7343:22,Puerto Rico,IBL 22-118,2022-07-07T13:00:00Z,"Animal # 0 pounds
Plants # 0 pounds",0,0,18.08764,-67.94061,IBL,,passenger,NA,Animal_IBL
TK:7331:22,Puerto Rico,IBL 22-117,2022-07-07T03:00:00Z,"ANIMAL #27
PLANT # 2",12.246984,0.907184,18.46795,-66.23459,IBL,,passenger,NA,Animal_IBL
TK:7125:22,Puerto Rico,IBL 22-116,2022-06-28T03:00:00Z,"Animal# 23
Plant# 1",10.432616,0.453592,18.47519,-66.18683,IBL,,passenger,NA,Animal_IBL
TK:7040:22,Puerto Rico,IBL 22-115,2022-06-26T03:00:00Z,"Animal# 0
Plant# 3",0,1.360776,18.51211,-67.12203,IBL,,passenger,NA,Animal_IBL
TK:6920:22,Puerto Rico,IBL 22-114,2022-06-22T03:00:00Z,"Animal# 3.4
Plant# 1",1.5422128,0.453592,18.01279,-67.17014,IBL,,passenger,NA,Animal_IBL
TK:6811:22,Puerto Rico,IBL 22-113,2022-06-19T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.45786,-67.16414,IBL,,passenger,NA,Animal_IBL
TK:6773:22,Puerto Rico,IBL 22-112,2022-06-16T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.4831,-66.76437,IBL,,passenger,NA,Animal_IBL
TK:6723:22,Puerto Rico,IBL 22-111,2022-06-14T03:00:00Z,"Animal# 0
Plant# 2.5",0,1.13398,18.50888,-67.13116,IBL,,passenger,NA,Animal_IBL
TK:6703:22,Puerto Rico,IBL 22-110,2022-06-12T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.10345,-67.18465,IBL,,passenger,NA,Animal_IBL
TK:6674:22,Puerto Rico,IBL 22-109,2022-06-10T09:00:00Z,"Animal # 8.00
Plant #10.00",3.628736,4.53592,17.97934,-66.014,IBL,,passenger,NA,Animal_IBL
TK:6629:22,Puerto Rico,IBL 22-108,2022-06-09T03:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.46927,-66.4616,IBL,,passenger,NA,Animal_IBL
TK:6628:22,Puerto Rico,IBL 22-107,2022-06-08T03:00:00Z,"Animal #0.00lbs
Plant #0.00lbs",0,0,18.08759,-67.94072,IBL,,passenger,NA,Animal_IBL
TK:6528:22,Puerto Rico,IBL 22-106,2022-06-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.15858,-67.94809,IBL,,passenger,NA,Animal_IBL
TK:6475:22,Puerto Rico,IBL 22-105,2022-06-05T10:00:00Z,"ANIMAL # 0.0
PLANT # 6.0",0,2.721552,18.51065,-67.12625,IBL,,passenger,NA,Animal_IBL
TK:6427:22,Puerto Rico,IBL 22-104,2022-05-31T09:00:00Z,"Animal # 9.00
Plant # 1.00",4.082328,0.453592,17.96947,-66.6123,IBL,,passenger,NA,Animal_IBL
TK:6359:22,Puerto Rico,IBL 22-103,2022-05-28T03:00:00Z,"Animal# 12 Pounds
Plants# 0 Pounds",5.443104,0,18.51236,-67.10986,IBL,,passenger,NA,Animal_IBL
TK:6147:22,Puerto Rico,IBL 22-102,2022-05-24T03:00:00Z,"Animal # 0.0
Plant # 19.0",0,8.618248,18.45266,-66.17469,IBL,,passenger,NA,Animal_IBL
TK:5866:22,Puerto Rico,IBL 22-101,2022-05-10T08:30:00Z,"Animal # 9 pounds
Plant # 0 pounds",4.082328,0,18.38635,-67.20962,IBL,,passenger,NA,Animal_IBL
TK:5826:22,Puerto Rico,IBL 22-100,2022-05-09T03:00:00Z,"Animal # 24 lbs.
Plants #0",10.886208,0,18.51379,-67.06142,IBL,,passenger,NA,Animal_IBL
TK:5823:22,Puerto Rico,IBL 22-099,2022-05-09T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.51557,-67.09522,IBL,,passenger,NA,Animal_IBL
TK:5821:22,Puerto Rico,IBL 22-098,2022-05-07T03:00:00Z,"Animal# 6lbs.
Plant# 5lbs.",2.721552,2.26796,17.96754,-67.21309,IBL,,passenger,NA,Animal_IBL
TK:5751:22,Puerto Rico,IBL 22-097,2022-05-04T03:00:00Z,"Animal# 6
Plant# 1.8",2.721552,0.8164656,18.36828,-67.265,IBL,,passenger,NA,Animal_IBL
TK:5661:22,Puerto Rico,IBL 22-096,2022-05-01T03:00:00Z,"Animal# 0
Plant#0",0,0,18.47192,-66.24952,IBL,,passenger,NA,Animal_IBL
TK:5594:22,Puerto Rico,IBL 22-095,2022-04-27T03:00:00Z,"Animal# 17
Plant# 1",7.711064,0.453592,17.9525,-67.21122,IBL,,passenger,NA,Animal_IBL
TK:5549:22,Puerto Rico,IBL 22-094,2022-04-23T03:00:00Z,"NO LANDING OCCURRED INTERCEPTED AT SEA.
Animal # 03
Plant # 00",1.360776,0,17.94671,-67.19589,IBL,,passenger,NA,Animal_IBL
TK:5548:22,Puerto Rico,IBL 22-093,2022-04-22T03:00:00Z,No Products Recovered.,NA,NA,18.37533,-67.24053,IBL,,passenger,NA,Animal_IBL
TK:5508:22,Puerto Rico,IBL 22-092,2022-04-21T03:00:00Z,"Animal # 40
Plant # 09",18.14368,4.082328,18.45799,-65.9899,IBL,,passenger,NA,Animal_IBL
TK:5460:22,Puerto Rico,IBL 22-091,2022-04-19T03:00:00Z,"Animal # 28
Plant # 10",12.700576,4.53592,18.46887,-66.46915,IBL,,passenger,NA,Animal_IBL
TK:5376:22,Puerto Rico,IBL 22-090,2022-04-12T03:00:00Z,"Animal # 35
Plant # 06",15.87572,2.721552,18.14756,-65.76718,IBL,,passenger,NA,Animal_IBL
TK:5357:22,Puerto Rico,IBL 22-089,2022-04-10T03:00:00Z,"ANIMAL # 02
PLANT # 01",0.907184,0.453592,17.96697,-66.35391,IBL,,passenger,NA,Animal_IBL
TK:5215:22,Puerto Rico,IBL 22-088,2022-03-29T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.08924,-67.9381,IBL,,passenger,NA,Animal_IBL
TK:5211:22,Puerto Rico,IBL 22-087,2022-03-28T06:30:00Z,"Animal # 0.00lbs
Plants # 0.00lbs",0,0,18.49012,-66.9595,IBL,,passenger,NA,Animal_IBL
TK:5169:22,Puerto Rico,IBL 22-086,2022-03-28T09:00:00Z,"Animal # 22.00
Plant # 0.00",9.979023999999999,0,18.51048,-67.03183,IBL,,passenger,NA,Animal_IBL
TK:5164:22,Puerto Rico,IBL 22-085,2022-03-28T03:00:00Z,"Animal# 1
Plant# 0.5",0.453592,0.226796,18.0055,-67.18922,IBL,,passenger,NA,Animal_IBL
TK:5143:22,Puerto Rico,IBL 22-084,2022-03-23T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.2921,-67.19835,IBL,,passenger,NA,Animal_IBL
TK:4983:22,Puerto Rico,IBL 22-083,2022-03-15T03:00:00Z,"Animal# 4
Plant# 0",1.814368,0,18.51373,-67.04647,IBL,,passenger,NA,Animal_IBL
TK:4908:22,Puerto Rico,IBL 22-082,2022-03-06T02:00:00Z,"Animal# 0
Plant# 0",0,0,18.38039,-67.48361,IBL,,passenger,NA,Animal_IBL
TK:4877:22,Puerto Rico,IBL 22-081,2022-03-05T02:00:00Z,"Animal# 0
Plant# 0",0,0,18.36849,-67.26447,IBL,,passenger,NA,Animal_IBL
TK:4830:22,Puerto Rico,IBL 22-080,2022-03-04T02:00:00Z,"Animal# 0
Plant# 0",0,0,18.31416,-67.24277,IBL,,passenger,NA,Animal_IBL
TK:4822:22,Puerto Rico,IBL 22-079,2022-03-04T02:00:00Z,"Animal # 05
Plant # 00",2.26796,0,18.49054,-66.84812,IBL,,passenger,NA,Animal_IBL
TK:4810:22,Puerto Rico,IBL 22-078,2022-03-03T02:00:00Z,"Animal# 16
Plant# 0",7.257472,0,18.49186,-67.15371,IBL,,passenger,NA,Animal_IBL
TK:4786:22,Puerto Rico,IBL 22-077,2022-03-01T02:00:00Z,"Animal# 11
Plant# 0",4.9895119999999995,0,18.33821,-67.25469,IBL,,passenger,NA,Animal_IBL
TK:4774:22,Puerto Rico,IBL 22-076,2022-02-28T02:00:00Z,"Animal# 0
Plant# 0",0,0,18.08871,-67.1953,IBL,,passenger,NA,Animal_IBL
TK:4767:22,Puerto Rico,IBL 22-075,2022-02-26T02:00:00Z,No Products Recovered,NA,NA,18.46606,-66.19554,IBL,,passenger,NA,Animal_IBL
TK:4705:22,Puerto Rico,IBL 22-074,2022-02-21T02:00:00Z,No Products Recovered,NA,NA,18.45363,-66.17666,IBL,,passenger,NA,Animal_IBL
TK:4657:22,Puerto Rico,IBL 22-073,2022-02-16T09:00:00Z,"Animal# 0
Plant# 0",0,0,18.08273,-67.94546,IBL,,passenger,NA,Animal_IBL
TK:4263:22,Puerto Rico,IBL 22-072,2022-01-31T09:00:00Z,"Animal # 3.00
Plant # 2.00",1.360776,0.907184,18.37608,-67.23877,IBL,,passenger,NA,Animal_IBL
TK:4262:22,Puerto Rico,IBL 22-071,2022-01-30T09:00:00Z,"Animal # 1.00
Plant # 0.00",0.453592,0,18.45282,-66.17482,IBL,,passenger,NA,Animal_IBL
TK:4241:22,Puerto Rico,IBL 22-070,2022-01-28T02:00:00Z,"Animal #0
Plant #0",0,0,18.51421,-67.10275,IBL,,passenger,NA,Animal_IBL
TK:4240:22,Puerto Rico,IBL 22-069,2022-01-27T02:00:00Z,"Animal #0
Plant #0",0,0,18.36342,-67.27046,IBL,,passenger,NA,Animal_IBL
TK:4621:23,Florida,IBL 22-069,2022-12-11T10:34:00Z,NA,NA,NA,NA,NA,IBL,,passenger,NA,Animal_IBL
TK:4239:22,Puerto Rico,IBL 22-068,2022-01-27T02:00:00Z,"Animal #4
Plant #0",1.814368,0,18.40126,-67.18648,IBL,,passenger,NA,Animal_IBL
TK:4198:22,Puerto Rico,IBL 22-067,2022-01-25T02:00:00Z,"Animal #0
Plant #0",0,0,18.29685,-67.22063,IBL,,passenger,NA,Animal_IBL
TK:4197:22,Puerto Rico,IBL 22-066,2022-01-24T02:00:00Z,"Animal #3
Plant #0",1.360776,0,18.3681,-67.2653,IBL,,passenger,NA,Animal_IBL
TK:4196:22,Puerto Rico,IBL 22-065,2022-01-24T09:00:00Z,"Animal # 3
Plant # 1",1.360776,0.453592,18.23184,-65.622,IBL,,passenger,NA,Animal_IBL
TK:4032:22,Puerto Rico,IBL 22-064,2022-01-15T02:00:00Z,"Animal #0
Plant #0",0,0,18.08809,-67.93878,IBL,,passenger,NA,Animal_IBL
TK:4031:22,Puerto Rico,IBL 22-063,2022-01-15T02:00:00Z,"Animal #0
Plant #0",0,0,18.08809,-67.93878,IBL,,passenger,NA,Animal_IBL
TK:4011:22,Puerto Rico,IBL 22-062,2022-01-15T09:00:00Z,"Animal #0
Plant #0",0,0,18.08809,-67.93877,IBL,,passenger,NA,Animal_IBL
TK:4614:23,Florida,IBL 22-062,2022-12-06T07:33:00Z,NA,NA,NA,NA,NA,IBL,,passenger,NA,Animal_IBL
TK:4010:22,Puerto Rico,IBL 22-061,2022-01-15T09:00:00Z,"Animal #6
Plant #0",2.721552,0,18.48932,-66.95726,IBL,,passenger,NA,Animal_IBL
TK:4009:22,Puerto Rico,IBL 22-060,2022-01-14T09:00:00Z,"Animal #19
Plant #0",8.618248,0,18.49085,-67.15574,IBL,,passenger,NA,Animal_IBL
TK:3995:22,Puerto Rico,IBL 22-059,2022-01-12T02:00:00Z,"Animal #17.5
Plant #4.5",7.93786,2.041164,18.01293,-67.16998,IBL,,passenger,NA,Animal_IBL
TK:3912:22,Puerto Rico,IBL 22-058,2022-01-10T02:00:00Z,"Animal # 4.00
Plant # 4.00",1.814368,1.814368,18.36791,-65.69807,IBL,,passenger,NA,Animal_IBL
TK:4610:23,Florida,IBL 22-058,2022-12-02T12:07:00Z,NA,NA,NA,NA,NA,IBL,,passenger,NA,Animal_IBL
TK:3846:22,Puerto Rico,IBL 22-057,2022-01-06T02:00:00Z,"Animal #0
Plant #0",0,0,18.08823,-67.93898,IBL,,passenger,NA,Animal_IBL
TK:3819:22,Puerto Rico,IBL 22-056,2022-01-04T02:00:00Z,"Animal #0
Plants #0",0,0,18.08801,-67.93949,IBL,,passenger,NA,Animal_IBL
TK:4608:23,Florida,IBL 22-056,2022-11-30T08:32:00Z,NA,NA,NA,NA,NA,IBL,,passenger,NA,Animal_IBL
TK:3818:22,Puerto Rico,IBL 22-055,2022-01-04T09:00:00Z,"ANIMAL #0.00
PLANT # 0.00",0,0,18.49892,-67.14851,IBL,,passenger,NA,Animal_IBL
TK:3787:22,Puerto Rico,IBL 22-054,2021-12-31T16:00:00Z,"Animal #0
Plant #0",0,0,18.46894,-66.469220000000007,IBL,,passenger,NA,Animal_IBL
TK:3465:22,Puerto Rico,IBL 22-053,2021-12-27T02:00:00Z,"Animal #2
Plants #1.8",0.907184,0.8164656,18.04133,-67.20503,IBL,,passenger,NA,Animal_IBL
TK:3464:22,Puerto Rico,IBL 22-052,2021-12-26T02:00:00Z,"Animal #0
Plant #0",0,0,18.48914,-66.95762,IBL,,passenger,NA,Animal_IBL
TK:3463:22,Puerto Rico,IBL 22-051,2021-12-24T02:00:00Z,"Animal #9
Plant #20",4.082328,9.07184,18.47846,-66.70038,IBL,,passenger,NA,Animal_IBL
TK:3452:22,Puerto Rico,IBL 22-050,2021-12-22T02:00:00Z,"Animal # 0
Plants # 0",0,0,18.08804,-67.93938,IBL,,passenger,NA,Animal_IBL
TK:3429:22,Puerto Rico,IBL 22-049,2021-12-22T02:00:00Z,"Animal # 0.00
Plants # 12.00",0,5.443104,17.92828,-66.92873,IBL,,passenger,NA,Animal_IBL
TK:3022:22,Puerto Rico,IBL 22-048,2021-12-13T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.46626,-66.19803,IBL,,passenger,NA,Animal_IBL
TK:2857:22,Puerto Rico,IBL 22-047,2021-12-07T02:00:00Z,"Animal # 17.75
Plant # 0.25",8.051258,0.113398,18.51211,-67.12341,IBL,,passenger,NA,Animal_IBL
TK:2649:22,Puerto Rico,IBL 22-046,2021-12-05T11:00:00Z,"Animal 14#
Plant 0#",6.350288,0,18.47584,-66.49949,IBL,,passenger,NA,Animal_IBL
TK:2281:22,Puerto Rico,IBL 22-045,2021-12-01T11:00:00Z,"Animal # 4.00
Plant # 0.00",1.814368,0,18.01339,-67.17015,IBL,,passenger,NA,Animal_IBL
TK:2225:22,Puerto Rico,IBL 22-044,2021-11-25T10:00:00Z,"Animal # 0.0
Plant # 0.0",0,0,18.08771,-67.9392,IBL,,passenger,NA,Animal_IBL
TK:2223:22,Puerto Rico,IBL 22-043,2021-11-25T05:30:00Z,"Animal #0.00
Plant # 0.00",0,0,18.50336,-67.14353,IBL,,passenger,NA,Animal_IBL
TK:2211:22,Puerto Rico,IBL 22-041,2021-11-25T08:00:00Z,"Animal #14.0
Plant # 5.0",6.350288,2.26796,18.51099,-67.12679,IBL,,passenger,NA,Animal_IBL
TK:2203:22,Puerto Rico,IBL 22-040,2021-11-23T09:00:00Z,"Animal # 6.25
Plant # 0.50",2.83495,0.226796,18.51076,-67.12798,IBL,,passenger,NA,Animal_IBL
TK:2192:22,Puerto Rico,IBL 22-039,2021-11-22T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.46765,-66.23248,IBL,,passenger,NA,Animal_IBL
TK:2191:22,Puerto Rico,IBL 22-038,2021-11-20T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08766,-67.93923,IBL,,passenger,NA,Animal_IBL
TK:2108:22,Puerto Rico,IBL 22-037,2021-11-15T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.07948,-67.93716,IBL,,passenger,NA,Animal_IBL
TK:2104:22,Puerto Rico,IBL 22-036,2021-11-14T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.97991,-66.44649,IBL,,passenger,NA,Animal_IBL
TK:2039:22,Puerto Rico,IBL 22-035,2021-11-11T02:00:00Z,"Animal: 0.00 #
Plant: 2.00 #",0,0.907184,18.4906,-66.86024,IBL,,passenger,NA,Animal_IBL
TK:1825:22,Puerto Rico,IBL 22-034,2021-11-09T09:00:00Z,"Animal # 5.25
Plant # 0.25",2.381358,0.113398,18.16416,-67.18488,IBL,,passenger,NA,Animal_IBL
TK:1792:22,Puerto Rico,IBL 22-033,2021-11-05T19:00:00Z,"Animal Products- 9.5 pounds
Plant Products- 5.4 pounds",4.309124,2.4493968,18.36976,-67.26143,IBL,,passenger,NA,Animal_IBL
TK:1807:22,Puerto Rico,IBL 22-032,2021-11-05T09:00:00Z,"Animal # 3.25
Plant # 1.75",1.474174,0.793786,18.23215,-65.62173,IBL,,passenger,NA,Animal_IBL
TK:1760:22,Puerto Rico,IBL 22-031,2021-11-04T03:00:00Z,"Animal # 1.50
Plants # 1.00",0.680388,0.453592,18.40984,-67.16797,IBL,,passenger,NA,Animal_IBL
TK:1759:22,Puerto Rico,IBL 22-030,2021-11-02T07:00:00Z,"Intercepted at sea
IAnimal: 2.50 #
Plant: 1.75 #",1.13398,0.793786,17.97816,-66.61794,IBL,,passenger,NA,Animal_IBL
TK:1643:22,Puerto Rico,IBL 22-029,2021-11-02T07:00:00Z,"Animal: 10.4#
Plant: 16.6#",4.7173568,7.5296272,17.95223,-67.13752,IBL,,passenger,NA,Animal_IBL
TK:1642:22,Puerto Rico,IBL 22-028,2021-11-01T07:00:00Z,"Animal: 4.6#
Plant: 0.00#",2.0865232,0,18.51241,-67.11773,IBL,,passenger,NA,Animal_IBL
TK:1641:22,Puerto Rico,IBL 22-027,2021-10-30T07:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,18.51543,-67.09714,IBL,,passenger,NA,Animal_IBL
TK:1555:22,Puerto Rico,IBL 22-026,2021-10-26T07:00:00Z,"Animal: 0.00 #
Plant: 35.00 #",0,15.87572,18.27529,-67.18955,IBL,,passenger,NA,Animal_IBL
TK:1541:22,Puerto Rico,IBL 22-025,2021-10-24T23:00:00Z,"Animal: 0.00 #
Plant: 24.00 #",0,10.886208,18.46696,-66.19804,IBL,,passenger,NA,Animal_IBL
TK:1516:22,Puerto Rico,IBL 22-024,2021-10-24T07:00:00Z,"Animal: 1.00 #
Plant: 15.00 #",0.453592,6.8038799999999995,18.47378,-66.18618,IBL,,passenger,NA,Animal_IBL
TK:1526:22,Puerto Rico,IBL 22-023,2021-10-23T07:00:00Z,"Animal: 0.00#
Plant: 0.00 #",0,0,18.44885,-65.89552,IBL,,passenger,NA,Animal_IBL
TK:4536:23,Florida,IBL 22-023,2022-11-06T09:30:00Z,NA,NA,NA,NA,NA,IBL,,passenger,NA,Animal_IBL
TK:1515:22,Puerto Rico,IBL 22-022,2021-10-23T07:00:00Z,"Animal: 0.05#
Plant: 13.5 #",0.0226796,6.123492,18.50859,-67.13137,IBL,,passenger,NA,Animal_IBL
TK:1505:22,Puerto Rico,IBL 22-021,2021-10-22T07:00:00Z,"Animal: 0.00
Plant: 0.00",0,0,18.51358,-67.0703,IBL,,passenger,NA,Animal_IBL
TK:1448:22,Puerto Rico,IBL 22-020,2021-10-21T07:00:00Z,"Animal # 0.00
Plant # 22.5",0,10.20582,18.51385,-67.05617,IBL,,passenger,NA,Animal_IBL
TK:1428:22,Puerto Rico,IBL 22-019,2021-10-20T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08781,-67.93927,IBL,,passenger,NA,Animal_IBL
TK:1469:22,Puerto Rico,IBL 22-018,2021-10-20T07:00:00Z,No products recovered.,NA,NA,18.51318,-67.06867,IBL,,passenger,NA,Animal_IBL
TK:1418:22,Puerto Rico,IBL 22-017,2021-10-20T07:00:00Z,"Animal # 2.00
Plant # 15.00",0.907184,6.8038799999999995,18.46989,-67.16864,IBL,,passenger,NA,Animal_IBL
TK:1410:22,Puerto Rico,IBL 22-016,2021-10-19T07:00:00Z,"Animal # 0.00
Plant # 4.50",0,2.041164,17.93398,-67.18769,IBL,,passenger,NA,Animal_IBL
TK:1388:22,Puerto Rico,IBL 22-015,2021-10-17T07:00:00Z,"Animal #0
Plants #8.5",0,3.855532,18.4852,-67.16577,IBL,,passenger,NA,Animal_IBL
TK:1368:22,Puerto Rico,IBL 22-014,2021-10-15T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08068,-67.94125,IBL,,passenger,NA,Animal_IBL
TK:1367:22,Puerto Rico,IBL 22-013,2021-10-15T07:00:00Z,"Animal # 9.00
Plant # 40.50",4.082328,18.370476,18.48533,-66.38523,IBL,,passenger,NA,Animal_IBL
TK:1366:22,Puerto Rico,IBL 22-012,2021-10-15T07:00:00Z,"Animal # 0.00
Plant # 25.50",0,11.566596,18.48565,-66.89209,IBL,,passenger,NA,Animal_IBL
TK:1342:22,Puerto Rico,IBL 22-011,2021-10-14T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08746,-67.93925,IBL,,passenger,NA,Animal_IBL
TK:1335:22,Puerto Rico,IBL 22-010,2021-10-14T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08367,-67.94539,IBL,,passenger,NA,Animal_IBL
TK:1329:22,Puerto Rico,IBL 22-009,2021-10-14T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.09859,-67.93631,IBL,,passenger,NA,Animal_IBL
TK:1265:22,Puerto Rico,IBL 22-008,2021-10-11T07:00:00Z,"Animal # 16.50
Plant # 7.50",7.484268,3.4019399999999997,17.97374,-65.96647,IBL,,passenger,NA,Animal_IBL
TK:1264:22,Puerto Rico,IBL 22-007,2021-10-09T07:00:00Z,"Animal # 0.0 
Plant # 0.0",0,0,18.09299,-65.46839,IBL,,passenger,NA,Animal_IBL
TK:1263:22,Puerto Rico,IBL 22-006,2021-10-08T07:00:00Z,"Animal # 0.0
Plant # 0.0",0,0,18.0873,-67.9393,IBL,,passenger,NA,Animal_IBL
TK:1262:22,Puerto Rico,IBL 22-005,2021-10-08T10:00:00Z,"Animals #0.0
Plants #0.0",0,0,18.08783,-67.93927,IBL,,passenger,NA,Animal_IBL
TK:1061:22,Puerto Rico,IBL 22-004,2021-10-02T06:00:00Z,"Animal#0.0
Plant #0.0",0,0,18.08305,-67.9455,IBL,,passenger,NA,Animal_IBL
TK:1059:22,Puerto Rico,IBL 22-003,2021-10-02T11:00:00Z,"Animal #0.0
Plants #0.0",0,0,18.49187,-66.96528,IBL,,passenger,NA,Animal_IBL
TK:1058:22,Puerto Rico,IBL 22-002,2021-10-02T13:30:00Z,"Animal #0.0
Plant #1.0",0,0.453592,18.42717,-67.15592,IBL,,passenger,NA,Animal_IBL
TK:1060:22,Puerto Rico,IBL 22-001,2021-10-02T05:00:00Z,"Animal #12.5
Plant #0.0",5.6699,0,18.47357,-66.18624,IBL,,passenger,NA,Animal_IBL
TK:9804:21,Puerto Rico,IBL 21-180,2021-09-28T05:00:00Z,"Animal #26.0
Plant #26.0",11.793392,11.793392,18.4692,-66.4631,IBL,,passenger,NA,Animal_IBL
TK:9738:21,Puerto Rico,IBL 21-179,2021-09-27T09:00:00Z,"Animal # 10.00
Plant # 0.00",4.53592,0,18.16956,-67.17905,IBL,,passenger,NA,Animal_IBL
TK:9737:21,Puerto Rico,IBL 21-178,2021-09-27T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08702,-67.93935,IBL,,passenger,NA,Animal_IBL
TK:9736:21,Puerto Rico,IBL 21-177,2021-09-27T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08776,-67.93912,IBL,,passenger,NA,Animal_IBL
TK:9735:21,Puerto Rico,IBL 21-176,2021-09-26T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08795,-67.93907,IBL,,passenger,NA,Animal_IBL
TK:9734:21,Puerto Rico,IBL 21-175,2021-09-24T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08341,-67.94559,IBL,,passenger,NA,Animal_IBL
TK:9733:21,Puerto Rico,IBL 21-174,2021-09-24T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.07951,-67.9373,IBL,,passenger,NA,Animal_IBL
TK:9732:21,Puerto Rico,IBL 21-173,2021-09-24T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08779,-67.93899,IBL,,passenger,NA,Animal_IBL
TK:9700:21,Puerto Rico,IBL 21-172,2021-09-25T22:00:00Z,"Animal #12.0
Plant #0.0",5.443104,0,18.4671,-66.19853,IBL,,passenger,NA,Animal_IBL
TK:9697:21,Puerto Rico,IBL 21-171,2021-09-25T01:30:00Z,"Animal #0.0
Plant #0.0",0,0,18.51273,-67.11296,IBL,,passenger,NA,Animal_IBL
TK:9696:21,Puerto Rico,IBL 21-170,2021-09-25T11:00:00Z,"Animal # 0.5
Plant #0.5",0.226796,0.226796,18.51548,-67.09634,IBL,,passenger,NA,Animal_IBL
TK:9695:21,Puerto Rico,IBL 21-169,2021-09-24T07:00:00Z,"animal # 4.50
Plant # 0.00",2.041164,0,18.48754,-67.16413,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
TK:9694:21,Puerto Rico,IBL 21-168,2021-09-24T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49015,-67.14948,IBL,,passenger,NA,Animal_IBL
